,user,text,polarity
1324,Tammy94048719,@realDonaldTrump @FoxNews @DHSgov Do your job first.,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)"
1325,William08111376,@realDonaldTrump @FoxNews @DHSgov FOX NEWS IN NOTHING MORE THAN A SPIT SHOW!! https://t.co/maSPbhJX0k,"Sentiment(polarity=0.78125, subjectivity=0.5)"
1326,Rick_Stokely,@realDonaldTrump @FoxNews @DHSgov You're not welcome there. You don't get to send armed thugs into American cities… https://t.co/2aUMTJA2Bz,"Sentiment(polarity=-0.2, subjectivity=0.45)"
1327,CaseyAudrain,"@realDonaldTrump @FoxNews @DHSgov You will “do their jobs for them”? Don’t you mean, you will be disrespectful of t… https://t.co/FWqx6xoXTd","Sentiment(polarity=-0.3125, subjectivity=0.6875)"
1328,ImPurpleAtheist,@realDonaldTrump @FoxNews @DHSgov You're the president and you don't know the difference between to and too?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1329,oscaraltuve2,@realDonaldTrump @FoxNews @DHSgov AMERICA GREAT AMERICA IN PEACE,"Sentiment(polarity=0.8, subjectivity=0.75)"
1330,drsistrunk,@realDonaldTrump @FoxNews @DHSgov @AP @CNN @ajc @nytimes @latimes @seattletimes @MiamiHerald @VanityFair… https://t.co/EY2fGc5ynk,"Sentiment(polarity=0.0, subjectivity=0.0)"
1331,dmmccs,"@realDonaldTrump @FoxNews @DHSgov To, too, two","Sentiment(polarity=0.0, subjectivity=0.0)"
1332,feeling0494,@realDonaldTrump @FoxNews @DHSgov https://t.co/SBSxuBJmzs,"Sentiment(polarity=0.0, subjectivity=0.0)"
1333,VAVoter2020,"@realDonaldTrump @FoxNews @DHSgov There are 150,000 Americans DEAD on YOUR watch. #TrumpVirus","Sentiment(polarity=-0.2, subjectivity=0.4)"
1334,SearceyMike,@realDonaldTrump @FoxNews @DHSgov You are doing a political stunt in Portland. Nothing more.,"Sentiment(polarity=0.25, subjectivity=0.3)"
1335,freyaeloise,@realDonaldTrump @FoxNews @DHSgov This is wrong,"Sentiment(polarity=-0.5, subjectivity=0.9)"
1336,Squirrellife66,@realDonaldTrump @FoxNews @DHSgov A bit hypocritical don’t you think !              You haven’t done YOUR JOB since… https://t.co/8gSwQFZEAl,"Sentiment(polarity=0.0, subjectivity=0.0)"
1337,LatinosinWallSt,@realDonaldTrump @FoxNews @DHSgov ATLANTA – Three former presidents are expected to attend the funeral Thursday for… https://t.co/OZuMX9DcB3,"Sentiment(polarity=-0.05, subjectivity=0.2)"
1338,SwizzyMcGilroy,@realDonaldTrump @FoxNews @DHSgov I demand you do your job.  But that would be impossible for you.  Can we have Bid… https://t.co/91tTliqAO1,"Sentiment(polarity=-0.6666666666666666, subjectivity=1.0)"
1339,theatifism,@realDonaldTrump @FoxNews @DHSgov Too!!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1340,TerryJa18356576,@realDonaldTrump @FoxNews @DHSgov To Too Ignorance,"Sentiment(polarity=0.0, subjectivity=0.0)"
1341,CurtisCravenATX,@realDonaldTrump @FoxNews @DHSgov You're TANKING TANKING TANKING!!! Thanks for being so DUMB.,"Sentiment(polarity=-0.0875, subjectivity=0.35)"
1342,aMarieTucker,@realDonaldTrump @FoxNews @DHSgov https://t.co/sP81lu3AfC,"Sentiment(polarity=0.0, subjectivity=0.0)"
1343,mixon_alice,@realDonaldTrump @FoxNews @DHSgov And we demand that you president trumpie DO YOUR FUCKING JOB.,"Sentiment(polarity=-0.6, subjectivity=0.8)"
1344,MariRyhal,"@realDonaldTrump @FoxNews @DHSgov Too complicated huh? PERSON,  WOMAN,  MAN,  CAMERA, TV","Sentiment(polarity=-0.5, subjectivity=1.0)"
1345,anniebannany69,@realDonaldTrump @FoxNews @DHSgov ”Too” complicated...,"Sentiment(polarity=-0.5, subjectivity=1.0)"
1346,Throwhimoutnow,@realDonaldTrump @FoxNews @DHSgov Resign you ignorant lunatic. #AllRoadsLeadToPutin #ResignNow,"Sentiment(polarity=0.0, subjectivity=0.0)"
1347,TheWondersNatur,@realDonaldTrump @FoxNews @DHSgov Trump's New Favorite Covid Doctor Thinks Demon Sex Makes You Sick https://t.co/JeSVQyDzYR via @YouTube,"Sentiment(polarity=-0.025974025974025983, subjectivity=0.7705627705627706)"
1348,KelleyLarionRie,@realDonaldTrump @FoxNews @DHSgov #Biden2020,"Sentiment(polarity=0.0, subjectivity=0.0)"
1349,Mike46684035,@realDonaldTrump @FoxNews @DHSgov Both the governor and mayor should be removed from office. I hope when their next… https://t.co/ECBDQGlS6v,"Sentiment(polarity=0.0, subjectivity=0.0)"
1350,m_trevis,"@realDonaldTrump @FoxNews @DHSgov ""Too""..","Sentiment(polarity=0.0, subjectivity=0.0)"
1351,lfsgd_diane,@realDonaldTrump @FoxNews @DHSgov #WhinerInChief,"Sentiment(polarity=0.0, subjectivity=0.0)"
1352,Donald05847513,@realDonaldTrump @FoxNews @DHSgov You’re a funny guy.,"Sentiment(polarity=0.25, subjectivity=1.0)"
1353,Zilly1974,@realDonaldTrump @FoxNews @DHSgov It's brutal chemical warfare. I have so many screenshots of live feeds showing no… https://t.co/RjtEi2kJUj,"Sentiment(polarity=-0.07954545454545454, subjectivity=0.6666666666666666)"
1354,RondaB05427221,@realDonaldTrump @FoxNews @DHSgov STOP LYING!!! STOP LYING!!! STOP LYING!!!  VOTE THIS LOSER OUT!  LOCK HIM UP! LOCK HIM UP! LOCK HIM UP!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1355,catintx17,@realDonaldTrump @FoxNews @DHSgov #incompetencekills,"Sentiment(polarity=0.0, subjectivity=0.0)"
1356,PortElm31_YT,@realDonaldTrump @FoxNews @DHSgov 10/10 grammar,"Sentiment(polarity=0.0, subjectivity=0.0)"
1357,ATuquoque,"@realDonaldTrump @FoxNews @DHSgov Maybe you need a press secretary to explain the policy rather than go off on ""tRu… https://t.co/1HqkHPrYRC","Sentiment(polarity=0.0, subjectivity=0.0)"
1358,Thms80,@realDonaldTrump @FoxNews @DHSgov https://t.co/mYvgZDgMZo,"Sentiment(polarity=0.0, subjectivity=0.0)"
1359,RykerStephenson,@realDonaldTrump @FoxNews @DHSgov You’re a monster.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1360,Hazardpaynation,@realDonaldTrump @FoxNews @DHSgov https://t.co/dEZlM5w4Rs,"Sentiment(polarity=0.0, subjectivity=0.0)"
1361,IM4NY,"@realDonaldTrump @FoxNews @DHSgov “To” complicated? You’re the damn president, spelling and grammar matters, not to… https://t.co/sFPE1hVAam","Sentiment(polarity=-0.5, subjectivity=1.0)"
1362,Charleyflst,"@realDonaldTrump @FoxNews @DHSgov Pimp, john, prostitute, camera, prison.  Yeah, too complicated for twitter.","Sentiment(polarity=-0.5, subjectivity=1.0)"
1363,Emilyisadem_,"@realDonaldTrump @FoxNews @DHSgov Failing,flailing, you are even losing Fox News lol.","Sentiment(polarity=0.8, subjectivity=0.7)"
1364,BillWalshJr1,@realDonaldTrump @FoxNews @DHSgov Awww fox not kissing your butt anymore so time to trash them too. https://t.co/9anHuGlHUw,"Sentiment(polarity=0.4, subjectivity=0.9)"
1365,KKdark958,@realDonaldTrump @FoxNews @DHSgov Trump and Barr did nothing in armed protesters in Michigan??!!  https://t.co/PppYfcAR2L,"Sentiment(polarity=0.0, subjectivity=0.0)"
1366,sneakerphile,@realDonaldTrump @FoxNews @DHSgov You know you've screwed up when Fox is shooting you down. Time to go now Donny!,"Sentiment(polarity=-0.19444444444444445, subjectivity=0.2888888888888889)"
1367,RegsGram,@realDonaldTrump @FoxNews @DHSgov Of course it’s ON PURPOSE!!!  @SpeakerRyan,"Sentiment(polarity=0.0, subjectivity=0.0)"
1368,warpaintcat,@realDonaldTrump @FoxNews @DHSgov You know its bad when Dump doesn't even trust Fox,"Sentiment(polarity=-0.6999999999999998, subjectivity=0.6666666666666666)"
1369,MacuraSusan,@realDonaldTrump @FoxNews @DHSgov Stop trying to scare us with this crap and concentrate on what really scares us - the pandemic!,"Sentiment(polarity=-0.275, subjectivity=0.5)"
1370,jimmy_maybe,@realDonaldTrump @FoxNews @DHSgov I'm not a political expert. What do you think Trump's strategy is for attacking F… https://t.co/brtqGtbQYI,"Sentiment(polarity=0.0, subjectivity=0.1)"
1371,jennifernacci,"@realDonaldTrump @FoxNews @DHSgov Too*, moron.","Sentiment(polarity=-0.8, subjectivity=1.0)"
1372,Wei10411237,@realDonaldTrump @FoxNews @DHSgov I thought Fox was a friend of yours! What did you do to isolate yourself?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1373,TracyLeannSmit1,@realDonaldTrump @FoxNews @DHSgov https://t.co/y87NL7Phm0,"Sentiment(polarity=0.0, subjectivity=0.0)"
1374,TracyLeannSmit1,@realDonaldTrump @FoxNews @DHSgov https://t.co/mrA8Bh3uhZ,"Sentiment(polarity=0.0, subjectivity=0.0)"
1375,daurner,"@realDonaldTrump @FoxNews @DHSgov ""You are demanding..."" by maiming, gassing, jailing protesters...rioters are caus… https://t.co/4OXwwclKJl","Sentiment(polarity=0.0, subjectivity=0.0)"
1376,MonicaVanzant,"@realDonaldTrump @FoxNews @DHSgov NARRATOR: ""It's really not that complicated.""","Sentiment(polarity=-0.3, subjectivity=0.6)"
1377,arvhayden,@realDonaldTrump @FoxNews @DHSgov It’s “Too complicated to” NOT “to complicated to”. Don’t worry I have already tho… https://t.co/ptM0SDAuwb,"Sentiment(polarity=-0.5, subjectivity=1.0)"
1378,HeideggerFan,@realDonaldTrump https://t.co/UyjvKYYSCN,"Sentiment(polarity=0.0, subjectivity=0.0)"
1379,demelio_terri,"@realDonaldTrump Good, now stay there","Sentiment(polarity=0.7, subjectivity=0.6000000000000001)"
1380,stayengaged2,@realDonaldTrump If you would add a little empathy for the people in this state affected by COVID would go a long w… https://t.co/f7y5dFjUWZ,"Sentiment(polarity=-0.11875, subjectivity=0.45)"
1381,jazzlace11,@realDonaldTrump Great to have you here,"Sentiment(polarity=0.8, subjectivity=0.75)"
1382,kevinstarr,@realDonaldTrump https://t.co/x5nRVolUEv,"Sentiment(polarity=0.0, subjectivity=0.0)"
1383,rickpea65020432,@realDonaldTrump Will you vote by mail so it must be fraud,"Sentiment(polarity=0.0, subjectivity=0.0)"
1384,MagnusSkepticus,"@realDonaldTrump I have a few questions RE this: Why is WRDW, a GA  ""local station"", experimenting in Philidelphia?… https://t.co/1fPngaI2r9","Sentiment(polarity=-0.1, subjectivity=0.05)"
1385,liri57954853,@realDonaldTrump A vote for trump is a vote for Putin !,"Sentiment(polarity=0.0, subjectivity=0.0)"
1386,JayBulman,@realDonaldTrump “From RNC Research” is all you need to know about this “experiment”.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1387,pepper_benz,@realDonaldTrump Why you put a kreminal in charge of our USPS...you demon aren't fooling us..we all know your evils 😈,"Sentiment(polarity=0.0, subjectivity=0.0)"
1388,icallbullhooey,@realDonaldTrump How's the U.S economy doing DJ...?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1389,acmarti73,@realDonaldTrump You vote by mail!!!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1390,eagleey54374839,"@realDonaldTrump You didn’t find postal service, did you forget that. You’re the reason mail is delayed","Sentiment(polarity=0.0, subjectivity=0.0)"
1391,AndrewJohanso14,@realDonaldTrump https://t.co/jWOs1xx0er,"Sentiment(polarity=0.0, subjectivity=0.0)"
1392,dubbs0624,"@realDonaldTrump Well, here we go again.","Sentiment(polarity=0.0, subjectivity=0.0)"
1393,ScottJPacker,"@realDonaldTrump For anyone worried: The President cannot delay an election. For one, the 20th Amendment specifies… https://t.co/zQtSMFhmp6","Sentiment(polarity=0.0, subjectivity=0.0)"
1394,johnjhii,"@realDonaldTrump Are you speaking to Barr again? Traitor. You’re going to have to be forcibly removed, aren’t you?","Sentiment(polarity=0.5, subjectivity=1.0)"
1395,BBailey605,@realDonaldTrump NO WAY IN HELL WILL THEY DELAY ELECTION! WE WILL MAIL IN OUT VOTES! AND YOU WILL BE KICKED TO THE CURB!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1396,visionsofthefu,@realDonaldTrump What? So you can rig it you mean? 😂😂😂,"Sentiment(polarity=-0.3125, subjectivity=0.6875)"
1397,jamboden1,@realDonaldTrump Shitting yourself?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1398,Jules_In_Love,@realDonaldTrump I wondered how long it would take you to try to cancel/postpone the election. You know you cannot… https://t.co/sulfFfIvDl,"Sentiment(polarity=-0.05, subjectivity=0.4)"
1399,justforme6711,@realDonaldTrump 😷 Bitch! We’re Voting @JoeBiden in November 2020 and that’s that!!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1400,SassyWifey,@realDonaldTrump NO DELAY IN VOTING You know you’re gonna lose so you’re trying to extend your hoax of a presidency… https://t.co/HisFZy3DAH,"Sentiment(polarity=0.0, subjectivity=0.0)"
1401,pittsburghatory,@realDonaldTrump @jack @Twitter where are the fact checks?!?!?! #TrumpIsACrybaby #TrumpVirus2020,"Sentiment(polarity=0.0, subjectivity=0.0)"
1402,MstrClean,@realDonaldTrump This is all a ruse for the news cycle today to carry this hilarious news instead of the god awful… https://t.co/N65LtMpmHM,"Sentiment(polarity=0.5, subjectivity=1.0)"
1403,NormanCastilloD,@realDonaldTrump Very cool and very legal. And very democratic.,"Sentiment(polarity=0.305, subjectivity=0.4683333333333333)"
1404,CarlynGreene,@realDonaldTrump YOU are the great embarrassment to the USA. #ExGOP #VoteBlueToSaveAmerica2020,"Sentiment(polarity=0.8, subjectivity=0.75)"
1405,IMontoyaResists,@realDonaldTrump absentee voting and mail-in voting are exactly the same thing,"Sentiment(polarity=0.125, subjectivity=0.1875)"
1406,calunavulgaris,@realDonaldTrump Your term expires in January 2021. You do not get to announce unilaterally that your term is exten… https://t.co/vGZAuyoh3Y,"Sentiment(polarity=-0.5, subjectivity=0.7)"
1407,joshtgross,@realDonaldTrump You don’t have the Consitutional or Legal Authority.,"Sentiment(polarity=0.2, subjectivity=0.2)"
1408,WELTHAJANE,@realDonaldTrump We’re not postponing the election.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1409,Phollis8,@realDonaldTrump Someone is again telling you lies.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1410,Noreaga123,"@realDonaldTrump Ummm, nope.  This is happening no matter what, Cheeto. https://t.co/f3uISk5OS5","Sentiment(polarity=0.0, subjectivity=0.0)"
1411,mnytlkslv,@realDonaldTrump Running scared,"Sentiment(polarity=0.0, subjectivity=0.0)"
1412,meynamehere,@realDonaldTrump Right on cue.,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)"
1413,hjromanlaw,@realDonaldTrump ELECTION AND FEAR!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1414,Whitley43678096,@realDonaldTrump Hell no!! We want you gone asap!!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1415,lazyfelter,@realDonaldTrump If by inaccurate you mean accurately counting votes that won’t give you a win then sure. You can c… https://t.co/NEvxQtUZxK,"Sentiment(polarity=0.34687500000000004, subjectivity=0.6524305555555555)"
1416,Moses0507,@realDonaldTrump Don't even try it,"Sentiment(polarity=0.0, subjectivity=0.0)"
1417,AmericanVoter6,@realDonaldTrump Its safe enough to open states  Its safe enough to open schools Its not safe enough to vote?  Any… https://t.co/Ll65WshB42,"Sentiment(polarity=0.09375, subjectivity=0.5)"
1418,deborahgant16,@realDonaldTrump It really doesn’t matter how “We the People”  you’re out!,"Sentiment(polarity=0.25, subjectivity=0.2)"
1419,BxredGuy,@realDonaldTrump Hell no ain't no mf delay bih stfu,"Sentiment(polarity=0.0, subjectivity=0.0)"
1420,therealmdomz,@realDonaldTrump joke,"Sentiment(polarity=0.0, subjectivity=0.0)"
1421,Benno_Tallent,"@realDonaldTrump Largest drop in GDP ever, you fat failure.    Just like those large loans that are coming due on y… https://t.co/9VbIi9MNJk","Sentiment(polarity=-0.07579365079365079, subjectivity=0.3678571428571429)"
1422,ThroneofM,"@realDonaldTrump You're already embarrassing the USA good enough. Mail in ballots, however, are a proven, good idea. Just shut up.","Sentiment(polarity=0.4666666666666666, subjectivity=0.5666666666666668)"
1423,Tintenfische1,@realDonaldTrump Does trump understand that if a new president hasn’t he chosen by the 20th January then the leader… https://t.co/XQbauOqj92,"Sentiment(polarity=0.06818181818181818, subjectivity=0.22727272727272727)"
1424,lulunette725,@realDonaldTrump YOU are the greatest embarrassment to the USA. Perhaps you should have been investing in making vo… https://t.co/CICaripCXP,"Sentiment(polarity=1.0, subjectivity=1.0)"
1425,chetramey,@realDonaldTrump This is not possible without an act of Congress. This is just you trying to raise doubt about the election.,"Sentiment(polarity=0.0, subjectivity=1.0)"
1426,MrPerfectish,@realDonaldTrump People will always take advantage of a disaster and use it for authoritarian power grabs.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1427,alansailsfree,@realDonaldTrump What a joke this guy is 🙄,"Sentiment(polarity=0.0, subjectivity=0.0)"
1428,alancomeau,@realDonaldTrump NO WAY.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1429,NevadaVoice,"@realDonaldTrump 🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻 If it’s safe to mail Tax Refunds, Social Security Checks, Stimulus Checks, Draft Regis… https://t.co/RcvXTAi9eA","Sentiment(polarity=0.26666666666666666, subjectivity=0.2833333333333333)"
1430,ConnorEnrico,@realDonaldTrump This would be clearly unconstitutional. Now let’s keep talking about #TrumpsEconomy and the bigges… https://t.co/cN3BiyoxL9,"Sentiment(polarity=0.09999999999999999, subjectivity=0.3833333333333333)"
1431,mag197035,"@realDonaldTrump Embarrassment? No sir, that was done in 2016.","Sentiment(polarity=0.0, subjectivity=0.0)"
1432,AmberPCrowe1,@realDonaldTrump Was wondering how long it would take. President you are starting to become very predictable. Sow t… https://t.co/yAoNXkDHTG,"Sentiment(polarity=-0.10333333333333333, subjectivity=0.3833333333333333)"
1433,betsybaumb,@realDonaldTrump You realize that Covid-19 gives every American undeniable justification for an absentee ballot.  Y… https://t.co/PB2Lntfpmq,"Sentiment(polarity=0.0, subjectivity=0.0)"
1434,EricMeyerowitz,@realDonaldTrump No.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1435,Missy__Martin,@realDonaldTrump Little troll AG Keith ANTIFA Ellison  is trying to go after you.,"Sentiment(polarity=-0.1875, subjectivity=0.5)"
1436,deplorabl3_me,@realDonaldTrump And it’ll probably have its best next quarter  bc of the rebound and jobs coming back and those nu… https://t.co/0YVL0d1Kvv,"Sentiment(polarity=0.3333333333333333, subjectivity=0.09999999999999999)"
1437,mommaahava,@realDonaldTrump Sending our kids to school for eight hours a day is fine though? You are transparent.,"Sentiment(polarity=0.4166666666666667, subjectivity=0.5)"
1438,JLADband,@realDonaldTrump You are so predictable! LMAO,"Sentiment(polarity=0.175, subjectivity=0.75)"
1439,MelissaMermaid,"@realDonaldTrump The election was already compromised in 2016. You're the poster child of ""great embarrassment to t… https://t.co/Ri65Qt8WvG","Sentiment(polarity=0.8, subjectivity=0.75)"
1440,DustinC77,@realDonaldTrump No delaying. You are a great embarrassment to the USA.,"Sentiment(polarity=0.8, subjectivity=0.75)"
1441,ChampagneSane,"@realDonaldTrump This is what we get when we elect a moron who has no idea what is in the Constitution, but thinks… https://t.co/ceYdTnItim","Sentiment(polarity=0.0, subjectivity=0.95)"
1442,ZenLunatic_,@realDonaldTrump This is so transparent! I’m amazed that anyone believes a word out of your mouth. You’re a goon.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1443,irishamywi,"@realDonaldTrump No fucking way, you crook. You’re out of here.","Sentiment(polarity=0.3, subjectivity=0.8)"
1444,pegitha,@realDonaldTrump The inconsistencies are unbelievable. Safe enough to go to work &amp; school but not safe enough to vo… https://t.co/gPjfm2Amps,"Sentiment(polarity=-0.016666666666666663, subjectivity=0.5)"
1445,WilliamPorter3,"@realDonaldTrump instead of complaining, your job is to fix whatever is broken, if it even is broken","Sentiment(polarity=-0.4, subjectivity=0.4)"
1446,billcummings,"@realDonaldTrump Unless you are elected to a second term, your term expires on January 20.","Sentiment(polarity=0.0, subjectivity=0.0)"
1447,JasonACoral,@realDonaldTrump Hey  @RepJeff @SenatorTimScott @LindseyGrahamSC @RepTrey @SenToddYoung @SenatorBraun  Your respons… https://t.co/qVxSaYfr3F,"Sentiment(polarity=0.0, subjectivity=0.0)"
1448,rachelmeganh,@realDonaldTrump Nice try. #VOTE,"Sentiment(polarity=0.6, subjectivity=1.0)"
1449,AndyPhi44551174,"@realDonaldTrump Definitely not. Getting you and your fellow corrupt, racist frauds out of Washington Is a matter o… https://t.co/i17JtfKPK6","Sentiment(polarity=-0.25, subjectivity=0.75)"
1450,gooben,@realDonaldTrump NFW!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1451,Sara_M_J11,"@realDonaldTrump I promise you, if you take away mail-in voting, I will stand in line for days, praying the covid a… https://t.co/6LsO6rURx1","Sentiment(polarity=0.0, subjectivity=0.0)"
1452,sara_alton,@realDonaldTrump Absolutely fucking not.,"Sentiment(polarity=-0.6, subjectivity=0.8)"
1453,herb_mountain,@realDonaldTrump ABSOLUTELY NOT! THERE IS NOTHING WRONG WITH MAIL-IN VOTING! AMERICANS WILL NOT TOLERATE A DELAYED… https://t.co/RcqmIciAVq,"Sentiment(polarity=-0.375, subjectivity=0.9)"
1454,error_pne,"@realDonaldTrump Oh no, wait. Here’s the reason he’s pissy this morning:  https://t.co/obUl4uHrKY","Sentiment(polarity=0.0, subjectivity=0.0)"
1455,umartinh,"@realDonaldTrump Well, since you're an expert in fraud it is not surprising you're pulling this card. Afraid of losing?","Sentiment(polarity=-0.475, subjectivity=0.7)"
1456,HerHighness673,@realDonaldTrump https://t.co/OoGTgs0a9m,"Sentiment(polarity=0.0, subjectivity=0.0)"
1457,MariePierpont,@realDonaldTrump Now do the only thing embarrassing will be Putin having to find another puppet and sucker.,"Sentiment(polarity=-0.15, subjectivity=0.9)"
1458,CliffordHindle,@realDonaldTrump No. You have NO authority to delay the election. And you BS about fraud has been debunked NUMEROUS… https://t.co/NWUSMJieDL,"Sentiment(polarity=0.0, subjectivity=0.0)"
1459,Natural74,"@realDonaldTrump Start exiling traitors and sedicious criminals who don't honor and respect our Constitution, free… https://t.co/Li5Qsp8JZ8","Sentiment(polarity=0.0, subjectivity=0.0)"
1460,BuyMeAPurse,@realDonaldTrump Absolutely not!   Your mental fitness has declined. You must RESIGN!  #TraitorTrump #PutinsPuppet,"Sentiment(polarity=-0.125, subjectivity=0.55)"
1461,TortonGaming,@realDonaldTrump Make the democracy great again and leave the power M. TRUMP,"Sentiment(polarity=0.8, subjectivity=0.75)"
1462,ericschmidtdp,"@realDonaldTrump Trump is insane.  Special thank you shoutout to all the gullible, sycophantic cult members who bro… https://t.co/Wl6rcQ8Atb","Sentiment(polarity=-0.3214285714285714, subjectivity=0.7857142857142857)"
1463,anyonebuttrumpd,@realDonaldTrump Fuck no there will be no delay to kicking your ass out of the White House.... we would do it today if we could.,"Sentiment(polarity=-0.2, subjectivity=0.3)"
1464,Michael05366994,@realDonaldTrump Cant wait till you get jfk'd,"Sentiment(polarity=0.0, subjectivity=0.0)"
1465,JDem526,@realDonaldTrump This tweet sent the Trump train backwards.   The election will go on as planned. Focus on what you… https://t.co/zyBTz8K2xV,"Sentiment(polarity=0.0, subjectivity=0.0)"
1466,PeggyLindley2,@realDonaldTrump Im for what YOU our President thinks best for Our Great Country!!!,"Sentiment(polarity=1.0, subjectivity=0.525)"
1467,MLVC2001,@realDonaldTrump Trump is tweeting false information- what a joke this man is so worried about voter fraud but not… https://t.co/w8OgXqzSUu,"Sentiment(polarity=-0.4000000000000001, subjectivity=0.6)"
1468,plh900,@realDonaldTrump Why does he have 3 ? after the last sentence? It does not appear to be a question.,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)"
1469,WayneHurst20,@realDonaldTrump Have walk-in voting over a 3-Day period by splitting alphabetically. This would create major socia… https://t.co/Jqzzmq1aSG,"Sentiment(polarity=0.0625, subjectivity=0.5)"
1470,John666Slayer1,@realDonaldTrump https://t.co/0c0l7RD013 Why is Trump asking people to vote by mail then?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1471,jj_talking,"@realDonaldTrump No need. Only adults can vote, right? Then we need to act like adults ! https://t.co/jl3hbuaq1u","Sentiment(polarity=0.17857142857142855, subjectivity=0.7678571428571428)"
1472,wilbur_elise,@realDonaldTrump ARE YOU SERIOUS?! So you can allow MORE people to die?! ABSOLUTELY NOT!!!!,"Sentiment(polarity=-0.011935763888888876, subjectivity=0.6888888888888888)"
1473,benjenkins4885,@realDonaldTrump So it’s safe enough to reopen our country and schools but not safe enough to vote? Got it.,"Sentiment(polarity=0.0625, subjectivity=0.5)"
1474,Annette76196421,@realDonaldTrump You’re confused. You’re the great embarrassment.,"Sentiment(polarity=0.2, subjectivity=0.725)"
1475,TimBart54705322,"@realDonaldTrump Mailin voting fraud will not occur 2020,  If you loose get out of town . COVID-19 is waiting for you in Florida!","Sentiment(polarity=-0.09615384615384616, subjectivity=0.2692307692307692)"
1476,speechless299,@realDonaldTrump MARKETS ARE TANKING!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1477,MarthaNoble17,"@realDonaldTrump We can safely vote now , this entire thing is Ridiculous if you ask me. https://t.co/ggMy3uB3Y1","Sentiment(polarity=0.05555555555555556, subjectivity=0.7083333333333334)"
1478,PDarkNight,@realDonaldTrump You are the greatest embarrassment to the USA.,"Sentiment(polarity=1.0, subjectivity=1.0)"
1479,itsrhyatt,@realDonaldTrump Trump just wants to stir chaos and be the one to bring things back to order.,"Sentiment(polarity=0.1, subjectivity=0.05)"
1480,ronb23_ron,@realDonaldTrump @senatemajldr @LindseyGrahamSC @SenateGOP @GOP you had your chance to impeach him and you laughed… https://t.co/DeRLTdrX4K,"Sentiment(polarity=0.0, subjectivity=0.0)"
1481,JonathanRossma5,"@realDonaldTrump Ballot ballot ballot, mail mail mail, Texas Texas Texas.","Sentiment(polarity=0.0, subjectivity=0.0)"
1482,Stand4F,@realDonaldTrump I remember Governors delaying elections due to Covid. I also remember the Left attacking Governors… https://t.co/8AePNrvspD,"Sentiment(polarity=-0.0625, subjectivity=0.1875)"
1483,MelitaCarol,@realDonaldTrump #TrumpIsALoser,"Sentiment(polarity=0.0, subjectivity=0.0)"
1484,stevemac85,"@realDonaldTrump Nope, on November 3rd, you’re done.","Sentiment(polarity=0.0, subjectivity=0.0)"
1485,JamilaWehner,@realDonaldTrump how come the 'greatest country on earth' can't manage universal mail-in voting like so many other countries do??,"Sentiment(polarity=0.34375, subjectivity=0.46875)"
1486,XboxOnePoker,@realDonaldTrump No thanks. Ready to vote now!,"Sentiment(polarity=0.075, subjectivity=0.35)"
1487,Niederer,@realDonaldTrump Article 25....,"Sentiment(polarity=0.0, subjectivity=0.0)"
1488,rjbbryon,@realDonaldTrump The Supreme Court must make a decision to hold the election in November.  The President does not h… https://t.co/0pCTwz1eZT,"Sentiment(polarity=0.0, subjectivity=0.0)"
1489,nyipublic,@realDonaldTrump You are the great embarrassment and it is your lack of action that has the country in chaos.  You… https://t.co/yX3jYEHFJR,"Sentiment(polarity=0.45, subjectivity=0.425)"
1490,sirbrewsalot77,"@realDonaldTrump No, because what you are claiming is actually false.","Sentiment(polarity=-0.4000000000000001, subjectivity=0.6)"
1491,astroalehcat,@realDonaldTrump Absolutely not. This is the most frightening thing you have said and should be worthy of treason.… https://t.co/d4Pdf0XotT,"Sentiment(polarity=0.058333333333333334, subjectivity=0.85)"
1492,SteMarMIXER,@realDonaldTrump And here it is people the first step in trumps plan to cling to office as long as possible.  He is… https://t.co/DgPxyurlkB,"Sentiment(polarity=0.06666666666666667, subjectivity=0.5777777777777778)"
