,user,text,polarity
1417,DrJernail,"@JoeBiden When good fights evil, it must not forget evil tries to masquerade as good, and is more organized. Taking… https://t.co/ardB15tpnc","Sentiment(polarity=-0.03333333333333336, subjectivity=0.6833333333333332)"
1418,burntsock2,@JoeBiden Empty words from an empty head.,"Sentiment(polarity=-0.1, subjectivity=0.5)"
1419,Jesmilia,@JoeBiden FACT about TRUMP speech 2012 at LIBERTY UNIVERSITY. https://t.co/UjvBDP4iQD,"Sentiment(polarity=0.0, subjectivity=0.0)"
1420,JayStar87718136,@JoeBiden Cannot wait for the debates. Don’t chicken out,"Sentiment(polarity=-0.6, subjectivity=0.95)"
1421,jpzzz,@JoeBiden Fewer platitudes and more meaningful policy discussion would help — that’s a starting point,"Sentiment(polarity=0.2, subjectivity=0.325)"
1422,princessBabs3,@JoeBiden You provide the necessary hope to get through this dark time. Thank you ❤️,"Sentiment(polarity=-0.075, subjectivity=0.7)"
1423,richris57,"@JoeBiden Obviously after 50 years in public service, you can’t do sh*t.  Time for your bath, shuffle along","Sentiment(polarity=0.0, subjectivity=0.2833333333333333)"
1424,Dianna08162771,@JoeBiden Pick Susan Rice VP!!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1425,Genev63,@JoeBiden @Rewill251 Speak the truth and people will follow https://t.co/dmDj9BD7Vd,"Sentiment(polarity=0.0, subjectivity=0.0)"
1426,zeerlin12,@JoeBiden @Brachypelma193 Medicare for all..✊ College and Universities Tuition Free..✊ #NoBullshitByBiden,"Sentiment(polarity=0.0, subjectivity=0.0)"
1427,slapshotbear,@JoeBiden Basement Biden still at it !! https://t.co/N55ka5csLy,"Sentiment(polarity=0.0, subjectivity=0.0)"
1428,NavyVet32,@JoeBiden Which history... the one your team is trying to erase or the real American history not being taught in schools anymore?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1429,Pcox57704507,@JoeBiden “There’s NOTHING COMING.. We’re doomed All THEY that stick together..”,"Sentiment(polarity=0.0, subjectivity=0.0)"
1430,DrRBrianYoshida,@JoeBiden @PatrickJamesSux Saying and copying the same words Trump has said. Geez joe can’t you come up with someth… https://t.co/LpD9zeaXNC,"Sentiment(polarity=0.0, subjectivity=0.125)"
1431,LeftGets,@JoeBiden We love you baby!!! Duck trump 2020!!!!,"Sentiment(polarity=1.0, subjectivity=0.6)"
1432,DaSchout,@JoeBiden Unfortunately you are constantly trying to divide us while we are fighting this pandemic,"Sentiment(polarity=-0.25, subjectivity=0.6666666666666666)"
1433,realPeterMoon,@JoeBiden “We choose truth over fact.” - Joe Biden,"Sentiment(polarity=0.0, subjectivity=0.0)"
1434,IvJoesph,"@JoeBiden Joe, please don’t make the mistake Clinton made, stay in PA, MI, WI,VA, NV, then it’s yours, try some foo… https://t.co/c5bWlvRwZs","Sentiment(polarity=0.0, subjectivity=0.0)"
1435,ussgil,@JoeBiden Quid pro sleepy Logan act Tara Reade Joe😂😂,"Sentiment(polarity=0.0, subjectivity=0.0)"
1436,jsolorzanomd,@JoeBiden I'm very pessimistic precisely bc of the history of this country.  I think that is the difference bt prol… https://t.co/3cB8g8iObI,"Sentiment(polarity=0.30000000000000004, subjectivity=0.55)"
1437,rikemohome,@JoeBiden Who writes this stuff? https://t.co/SmAAkFC3SY,"Sentiment(polarity=0.0, subjectivity=0.0)"
1438,Sara86456704,@JoeBiden https://t.co/IpVLOwwD36,"Sentiment(polarity=0.0, subjectivity=0.0)"
1439,debstvcooper,@JoeBiden Well don’t with President Trump!  He is the transparent one!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1440,1997Aggies,@JoeBiden I’m not with you or the left.  Yesterday’s Barr hearing showed the country how vile your party is.  The c… https://t.co/VY8znEfNqJ,"Sentiment(polarity=0.0, subjectivity=0.0)"
1441,gr0033,@JoeBiden Are planning a trickle up system? Much like Clinton did. That would help this nation. Make us free again! Please!,"Sentiment(polarity=0.4125, subjectivity=0.5)"
1442,AlmaWillard00,"@JoeBiden Yes, @JoeBiden, blah blah blah. You are a parrot and puppet just like Obummer.","Sentiment(polarity=0.0, subjectivity=0.0)"
1443,aflem123456,@JoeBiden Rat,"Sentiment(polarity=0.0, subjectivity=0.0)"
1444,BabsMatz,@JoeBiden Contrary to what you say (if you can get it out in one sentence) Donald Trump is the BEST person to lead… https://t.co/XOZLFnozPm,"Sentiment(polarity=1.0, subjectivity=0.3)"
1445,giantsquidrank,@JoeBiden Hazmat suit and you ☣️✔️https://t.co/tT2sEvdFJh,"Sentiment(polarity=0.0, subjectivity=0.0)"
1446,FredrickPlumme2,@JoeBiden Uhhh errrr um u know uhhh. #Trump2020,"Sentiment(polarity=0.0, subjectivity=0.0)"
1447,BURJI,@JoeBiden Joe Biden i hope you win this one for all the immigrants and African Americans whom Trump has clearly sid… https://t.co/ieHxAl8vLi,"Sentiment(polarity=0.3, subjectivity=0.2611111111111111)"
1448,mybabysfirst,@JoeBiden Where’s the help theres no national policy theres no plan there’s nothing,"Sentiment(polarity=0.0, subjectivity=0.0)"
1449,Love10198544,@JoeBiden Your speech was a disaster!!! America will never vote for you being weak!!! Shame and sad!!! We democrats… https://t.co/DeITOvSrf2,"Sentiment(polarity=-0.8544921875, subjectivity=0.8125)"
1450,1979Bigi,"@JoeBiden Whatever President Trump is, was surely doing GREAT before China Virus. Your body language and vain words speak for you Old Joe.","Sentiment(polarity=0.46666666666666673, subjectivity=0.6129629629629629)"
1451,Cameron00275150,"@JoeBiden #JoeBiden I’m just glad I could be of help, sounds like someone was reading... keep the firepower up in u… https://t.co/JMCbFxdpYd","Sentiment(polarity=0.5, subjectivity=1.0)"
1452,Markgl8,@JoeBiden https://t.co/k2Ybc75Kjz,"Sentiment(polarity=0.0, subjectivity=0.0)"
1453,wmhOCmm,@JoeBiden Beat the pandemic by using hydroxychloroquine as a treatment option. Build the economy by ending the lock… https://t.co/bDh4fOjgCw,"Sentiment(polarity=0.0, subjectivity=0.0)"
1454,palash76,@JoeBiden You are a gentleman. You are giving away all your credits to Trump. Bravo!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1455,FadiJakart,@JoeBiden I can’t wait for the debates 🤣🤣🤣,"Sentiment(polarity=0.0, subjectivity=0.0)"
1456,henrypetewalte1,@JoeBiden I’m joe Biden and I’m gonna beat joe Biden this fall so vote 🗳 for me or him oh I don’t care 🤷🏻‍♂️,"Sentiment(polarity=0.0, subjectivity=0.0)"
1457,TheObserver1010,@JoeBiden @mattmanaz Hey Joe - keep up the great work  Meanwhile look what Trump has caused with his quick openings: https://t.co/UcKV3eooIo,"Sentiment(polarity=0.5666666666666667, subjectivity=0.625)"
1458,GordonN06564012,@JoeBiden All the polls they are a changing,"Sentiment(polarity=0.0, subjectivity=0.0)"
1459,FrannyGirl1221,@JoeBiden 🍼🤥🤥🤥🤥🤥🤥,"Sentiment(polarity=0.0, subjectivity=0.0)"
1460,MickeyMeenan,"@JoeBiden Keep hitting hard.  In fact, hit harder.  Trump is totally inept.","Sentiment(polarity=-0.13055555555555556, subjectivity=0.4305555555555555)"
1461,loudpatriots,"@JoeBiden Aw Joe. Nobody really believes this, delusional old fella.","Sentiment(polarity=0.15000000000000002, subjectivity=0.2)"
1462,chief_misty,"@JoeBiden At least he knows hes running for President, what state he's in, oh and that socialism/ communism are bad things.","Sentiment(polarity=-0.4999999999999999, subjectivity=0.5333333333333333)"
1463,Pbmitchell19,@JoeBiden https://t.co/eVQvBTj8Zs,"Sentiment(polarity=0.0, subjectivity=0.0)"
1464,jgrogan346,"@JoeBiden When are you hoping to start pushing your platform,all you do is criticize trump ,tell us what you will accomplish","Sentiment(polarity=0.0, subjectivity=0.0)"
1465,toft_jack,@JoeBiden What is the true agenda? https://t.co/GQxbFcFxY4,"Sentiment(polarity=0.35, subjectivity=0.65)"
1466,popcorn78029998,@JoeBiden I can’t wait to see Joe becomes our new president. The US needs you more than Trump.,"Sentiment(polarity=0.3181818181818182, subjectivity=0.4772727272727273)"
1467,LucieannD,@JoeBiden @ewarren If you had @BernieSanders instead of @ewarren hosting I might think about it!! Why do you need a… https://t.co/4yXj73JEIX,"Sentiment(polarity=0.0, subjectivity=0.0)"
1468,JCD51812921,@JoeBiden @ewarren Two mad old bags together!,"Sentiment(polarity=-0.25, subjectivity=0.6)"
1469,JohnLAAmbrose1,@JoeBiden @ewarren Shut your lieing mouth,"Sentiment(polarity=0.0, subjectivity=0.0)"
1470,CorinneMiles12,@JoeBiden @ewarren Is this his choice ???? I don't know about this !,"Sentiment(polarity=0.0, subjectivity=0.0)"
1471,Scampi13,"@JoeBiden @ewarren Good luck with the fundraiser.  Just remember who it was that got you to the dance, saved your c… https://t.co/EzZpHEwXTB","Sentiment(polarity=0.7, subjectivity=0.6000000000000001)"
1472,libsouthwoman,@JoeBiden @ewarren Please don’t pick Warren,"Sentiment(polarity=0.0, subjectivity=0.0)"
1473,Chainsaw4077,@JoeBiden @ewarren Go home puppets.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1474,LincolnDuncan8,@JoeBiden @ewarren I've collected a pile of dried up dog poop from my front yard.  I'll send it right over. 🙂,"Sentiment(polarity=0.042857142857142844, subjectivity=0.5678571428571428)"
1475,jasonwolff230,@JoeBiden @ewarren https://t.co/o0ghBebtZm,"Sentiment(polarity=0.0, subjectivity=0.0)"
1476,ZDakao,@JoeBiden @ewarren https://t.co/i29odeOFu4 https://t.co/2MYGlqyp0k,"Sentiment(polarity=0.0, subjectivity=0.0)"
1477,ChrisHa70950370,@JoeBiden @ewarren https://t.co/RM90ojfKT6,"Sentiment(polarity=0.0, subjectivity=0.0)"
1478,sallyannstweet,@JoeBiden @ewarren Both of you should be embarrassed. Stop begging for money from The People you have abandoned. Yo… https://t.co/lg8bQnlcCj,"Sentiment(polarity=0.0, subjectivity=0.0)"
1479,ChrisHa70950370,@JoeBiden @ewarren https://t.co/C8QR2gF9oy,"Sentiment(polarity=0.0, subjectivity=0.0)"
1480,ashperov,@JoeBiden @ewarren Same as sanders. Raid the people and keep the money regardless,"Sentiment(polarity=0.0, subjectivity=0.125)"
1481,AngryEnglishPpl,"@JoeBiden @ewarren Your like a version of Keir Starmer here. We wanted Corbyn, got stuck with him. Wanted sanders, got stuck with you.","Sentiment(polarity=0.0, subjectivity=0.0)"
1482,theresemtzz,@JoeBiden @ewarren Nice to see you campaigning with women of color,"Sentiment(polarity=0.6, subjectivity=1.0)"
1483,BradKellam,@JoeBiden @ewarren Fool,"Sentiment(polarity=0.0, subjectivity=0.0)"
1484,bailydaily812,@JoeBiden @ewarren Via internet. Social distance in front of monitors please,"Sentiment(polarity=0.03333333333333333, subjectivity=0.06666666666666667)"
1485,WestCoastGadfly,@JoeBiden @ewarren https://t.co/YAafGeP1r1,"Sentiment(polarity=0.0, subjectivity=0.0)"
1486,auriciats,@JoeBiden @ewarren super! Hope you are considering amazing Susan Rice for VP!!!,"Sentiment(polarity=0.7083333333333333, subjectivity=0.7833333333333333)"
1487,anisahlove,@JoeBiden @ewarren Stopppp getting my hopes up 😩😩😩,"Sentiment(polarity=0.0, subjectivity=0.0)"
1488,fdm428,@JoeBiden @ewarren I respect that you committed to a woman for VP and adopted Warren’s plans. Choose Warren for VP… https://t.co/ZoEQ1jWwRV,"Sentiment(polarity=0.0, subjectivity=0.0)"
1489,Jay_Mo1317,@JoeBiden @ewarren FUCK. YOU.,"Sentiment(polarity=-0.4, subjectivity=0.6)"
1490,anisahlove,"@JoeBiden @ewarren If anyone from Joe’s campaign reads the comments here, please pick @ewarren as VP. Progressives… https://t.co/uvsckERjX0","Sentiment(polarity=0.0, subjectivity=0.0)"
1491,RealVladivostok,@JoeBiden @ewarren Warren for VP.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1492,mimosa2_2,@JoeBiden @ewarren Александр Пушкин — Руслан и Людмила (Поэма):Отрывок стиха!!!  Досель я Черномора знала Одною гро… https://t.co/9voQ34kAjg,"Sentiment(polarity=0.0, subjectivity=0.0)"
1493,Lesleylyon6,@JoeBiden @ewarren If you love your country please don't. Forget your hate and ask questions Eg hcq doesn't work so… https://t.co/53cJDr6TE1,"Sentiment(polarity=-0.15000000000000002, subjectivity=0.75)"
1494,michaelfmarino,@JoeBiden @ewarren Pick Warren for VP.  No one else makes any sense.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1495,CrushingDonuts,@JoeBiden @ewarren “Even”?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1496,lowetze1,"@JoeBiden @ewarren Just have your buddy Barack Obama give a few of those $400,000 Wall Street speeches.  He'll have… https://t.co/wP71VB5XYT","Sentiment(polarity=-0.2, subjectivity=0.1)"
1497,thehuntinghome,@JoeBiden @ewarren Watch out. She's a snake.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1498,ASuburbanThug,@JoeBiden @ewarren Here comes the BIG DONORS,"Sentiment(polarity=0.0, subjectivity=0.1)"
1499,ReginaHolzer1,@JoeBiden @ewarren https://t.co/cBWEy320cC,"Sentiment(polarity=0.0, subjectivity=0.0)"
1500,boi_latin,@JoeBiden @ewarren Warren for VP! ❤️ https://t.co/dKhTekUjH2,"Sentiment(polarity=0.0, subjectivity=0.0)"
1501,valenteen_is,@JoeBiden @ewarren Grassroots? This is some serious gaslighting.,"Sentiment(polarity=-0.3333333333333333, subjectivity=0.6666666666666666)"
1502,xxDIRTYHIPPIExx,@JoeBiden @ewarren 🤣🤣🤣 https://t.co/gnPeIkaJ8V,"Sentiment(polarity=0.0, subjectivity=0.0)"
1503,stupidbighead,@JoeBiden @ewarren https://t.co/pLirsCwbbE,"Sentiment(polarity=0.0, subjectivity=0.0)"
1504,barbaracarlsbad,@JoeBiden @ewarren Is she still searching for yet another culture to whom she can belong?!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1505,yogii77,@JoeBiden @ewarren #JoJorgensen2020 https://t.co/AH3NIqn1V5,"Sentiment(polarity=0.0, subjectivity=0.0)"
1506,ShowUpAmerica,@JoeBiden @ewarren I’m feeling generous. I’ll give you a penny for your thoughts.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1507,amarinacci2,"@JoeBiden @ewarren Yep! Stealing Bernie’s Grass Roots slogan, Trump’s MAGA, turned to Brjng Back Better... how abou… https://t.co/t111y0zR0J","Sentiment(polarity=0.25, subjectivity=0.25)"
1508,WashLightning,@JoeBiden @ewarren Big tech Censorship is helping to spread covid and killing people,"Sentiment(polarity=0.0, subjectivity=0.1)"
1509,PaulRepo,@JoeBiden @ewarren https://t.co/QAa1A2A39d,"Sentiment(polarity=0.0, subjectivity=0.0)"
1510,DaveStonesifer_,"@JoeBiden ""Enforce the law faithfully""?  What about about all the #liberal and #democrat run cities turning their b… https://t.co/y6mN5Mb9N6","Sentiment(polarity=0.0, subjectivity=0.0)"
1511,mauitutu,@JoeBiden This isn’t crime fighting. It’s more police brutality. https://t.co/0E8VxCNgiT,"Sentiment(polarity=0.5, subjectivity=0.5)"
1512,richlandsman,@JoeBiden Winning by all legal means.,"Sentiment(polarity=0.35, subjectivity=0.475)"
1513,WhiskeyBurbon,@JoeBiden A real black man. https://t.co/gewNv5Xrqg,"Sentiment(polarity=-0.25, subjectivity=0.65)"
1514,hisdee,"@JoeBiden I think you meant to say, ""we need Governors &amp; Mayors who will enforce the law faithfully so a president doesn't need to""","Sentiment(polarity=0.0, subjectivity=0.0)"
1515,LADYBOSSHEAVEN7,@JoeBiden We need trump... A president with out dementia,"Sentiment(polarity=0.0, subjectivity=0.0)"
1516,debigroves61,@JoeBiden Is he really authorizing post offices to delay or close before election so our mail in ballots don’t get… https://t.co/dQQ7PxHI2E,"Sentiment(polarity=0.2, subjectivity=0.2)"
1517,Katarin00829406,@JoeBiden You democrats are the ones tearing us part,"Sentiment(polarity=0.0, subjectivity=0.0)"
1518,lucascontable,@JoeBiden Is pedofilo https://t.co/WMWWVtZAql,"Sentiment(polarity=0.0, subjectivity=0.0)"
1519,Nina2_USA,"@JoeBiden President is not tearing the country apart, it is hate filled liberals who are using unsuspecting minorit… https://t.co/K00N1qID3o","Sentiment(polarity=-0.2, subjectivity=0.9)"
1520,Gjk10524899,@JoeBiden Trump will destroy America as much as possible b4 the Nov 2020 Election...Believe it! https://t.co/eLNXYJW9wt,"Sentiment(polarity=-0.1, subjectivity=0.5)"
1521,SoCalBohoGal,@JoeBiden We have one.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1522,JohnLum66538722,@JoeBiden That’s why we’ll elect Donald J Trump! The reason he won his first term is that America was sick of the w… https://t.co/695g1VuPHo,"Sentiment(polarity=0.17857142857142858, subjectivity=0.6968253968253969)"
1523,warriorsmindset,@JoeBiden We know that’s not you joe.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1524,CCCBlair,@JoeBiden https://t.co/U1yuHfC4fd,"Sentiment(polarity=0.0, subjectivity=0.0)"
1525,151_gene,@JoeBiden #bidenracist https://t.co/82X2vFNt57,"Sentiment(polarity=0.0, subjectivity=0.0)"
1526,PlainOlJordy,@JoeBiden Joe do you support defunding the police?  Yes or No  Joe will you ban fracking in the US?  Yes or No,"Sentiment(polarity=0.0, subjectivity=0.0)"
1527,Ajaxbass2,@JoeBiden https://t.co/v8XOmBYAsM,"Sentiment(polarity=0.0, subjectivity=0.0)"
1528,VivekKu19547685,@JoeBiden Can you do same to china as @realDonaldTrump  is doing,"Sentiment(polarity=0.0, subjectivity=0.125)"
1529,yogii77,@JoeBiden #letherdebate #JoJorgensen2020  The ONLY candidate trying to heal the country. https://t.co/Gmjw560Upz,"Sentiment(polarity=0.0, subjectivity=1.0)"
1530,RichRutherford6,@JoeBiden Well what would you do about this lawlessness happening in the streets?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1531,JamesPTapscott,"@JoeBiden Yep, we sure do.  You and Obama tore America apart enough to last generations... TRUMP 2020","Sentiment(polarity=0.16666666666666666, subjectivity=0.48518518518518516)"
1532,LiberalsrL,@JoeBiden BIDENS HANDLERS😂🤣😂🤣😂🤣  https://t.co/1dRWB18JIV,"Sentiment(polarity=0.0, subjectivity=0.0)"
1533,Randymfng,@JoeBiden https://t.co/YR2kR6kdUP,"Sentiment(polarity=0.0, subjectivity=0.0)"
1534,reagan80mom1,@JoeBiden We needed that when we voted for Obama/Biden. We got condescension. Race- baiting. Divisiveness. He creat… https://t.co/D6gjpPZ7W0,"Sentiment(polarity=0.0, subjectivity=0.0)"
1535,PChoruzy,@JoeBiden 😢,"Sentiment(polarity=0.0, subjectivity=0.0)"
1536,Mike_NKY1,@JoeBiden We have a president that doesn’t let foreign interest take our manufacturing industry away from the middl… https://t.co/snVmb3ADYk,"Sentiment(polarity=-0.125, subjectivity=0.125)"
1537,Lihoyin11,"@JoeBiden unfortunately, you ain't the one who will bring us together https://t.co/9SO2GNCSXV","Sentiment(polarity=-0.5, subjectivity=1.0)"
1538,JCD51812921,"@JoeBiden We don't need a silly old duffer like you, that's for sure.","Sentiment(polarity=0.033333333333333326, subjectivity=0.6546296296296296)"
1539,Natephant,@JoeBiden So not you then?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1540,Jess_The_Facts,@JoeBiden @JoeBiden Is this YOU under the mask??? https://t.co/JNQ2oCuqeN,"Sentiment(polarity=0.0, subjectivity=0.0)"
1541,EatYrselfFitter,@JoeBiden trying to imagine having the balls to come out and imply you're some kind of great choice instead of the… https://t.co/DUM4s93Bho,"Sentiment(polarity=0.7, subjectivity=0.825)"
1542,thylacine313,"@JoeBiden You're failing there. Jesus. Trumpvirus, hit home about Family members lost. Golden Ticket. Everyone know… https://t.co/pz9UuizAeF","Sentiment(polarity=0.3, subjectivity=0.5)"
1543,Roland23513753,@JoeBiden So you agre we need enforce the law?or not ? As you said this should not be political it's enforce the la… https://t.co/2RfhooOmp7,"Sentiment(polarity=0.0, subjectivity=0.1)"
1544,Roland23513753,@JoeBiden Enforce the law?am confused agree with you but confused . Right to protest is accepted by law?both must a… https://t.co/FJEcEijUM7,"Sentiment(polarity=-0.17142857142857146, subjectivity=0.6452380952380952)"
1545,rpcsas,@JoeBiden Donald has daddy issues! https://t.co/oYyfrRXsYO,"Sentiment(polarity=0.0, subjectivity=0.0)"
1546,NKryptonian,@JoeBiden Well someone needs to do the hard work while the dems hides in the basements or marching with domestic terrorists,"Sentiment(polarity=-0.14583333333333334, subjectivity=0.3208333333333333)"
1547,JTjataw,@JoeBiden The law? What do you know about the law?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1548,Tresor27506579,@JoeBiden Bring together in socialism..defund police..open borders..high taxes?...which one?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1549,jeananthony3897,@JoeBiden https://t.co/2KPEwkj8Y1,"Sentiment(polarity=0.0, subjectivity=0.0)"
1550,billual,@JoeBiden Joe couldn't sleep guilty conscience,"Sentiment(polarity=-0.5, subjectivity=1.0)"
1551,FogKino,@JoeBiden Exactly. That's why we're voting for Trump.,"Sentiment(polarity=0.25, subjectivity=0.25)"
1552,D4everplay,"@JoeBiden Donald J Trump is acting like he is the dictator of the Soviet union, sending out agents like sending out KGB spies","Sentiment(polarity=0.0, subjectivity=0.0)"
1553,ChrisFaircloug5,@JoeBiden Hey Joe how's things with Ukraine going,"Sentiment(polarity=0.0, subjectivity=0.0)"
1554,jasonwolff230,@JoeBiden https://t.co/o0ghBebtZm,"Sentiment(polarity=0.0, subjectivity=0.0)"
1555,iamknucklehead1,"@JoeBiden Who do you have in mind, Joe - because it ain't you.","Sentiment(polarity=0.0, subjectivity=0.0)"
1556,ZDakao,@JoeBiden https://t.co/i29odeOFu4 https://t.co/2MYGlqyp0k,"Sentiment(polarity=0.0, subjectivity=0.0)"
1557,MilitusAeturnum,"@JoeBiden No, we need a POTUS who will restore law and order and not hide in his basement.","Sentiment(polarity=0.0, subjectivity=0.0)"
1558,commonsense1229,@JoeBiden He's doing great. Law and order.,"Sentiment(polarity=0.8, subjectivity=0.75)"
1559,ChrisHa70950370,@JoeBiden https://t.co/U4f0y4b3WS,"Sentiment(polarity=0.0, subjectivity=0.0)"
1560,mraybean,@JoeBiden Yes we do. Vote Jorgensen! https://t.co/BAmdjNfIZk,"Sentiment(polarity=0.0, subjectivity=0.0)"
1561,ariananalex,@JoeBiden #VicePresidentBass,"Sentiment(polarity=0.0, subjectivity=0.0)"
1562,ariananalex,@JoeBiden PICK KAREN BASS #karenBass,"Sentiment(polarity=-0.15000000000000002, subjectivity=0.5)"
1563,ariananalex,@JoeBiden PLEASE PICK @KarenBassTweets,"Sentiment(polarity=0.0, subjectivity=0.0)"
1564,ChrisHa70950370,@JoeBiden https://t.co/pZ7h3JOPb8,"Sentiment(polarity=0.0, subjectivity=0.0)"
1565,MartenBrinkman,"@JoeBiden I hope, and I guess the majority of the world does, that you win this election, but please stop bashing T… https://t.co/E4qGrratHN","Sentiment(polarity=0.8, subjectivity=0.4)"
1566,IanByron11,"@JoeBiden We need a plan in place now for when the current madman loses the election. More serious damage between Nov and Jan,","Sentiment(polarity=-0.033333333333333326, subjectivity=0.41666666666666663)"
1567,joshuan71774047,@JoeBiden That President is Trump not Biden,"Sentiment(polarity=0.0, subjectivity=0.0)"
1568,Nuvey727,@JoeBiden Got anybody in mind?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1569,CoreyLord3,@JoeBiden This country needs you Biden. But make sure you keep calm as emotions have a tendency to break lose. All… https://t.co/Zatd0utnb7,"Sentiment(polarity=0.4, subjectivity=0.8194444444444444)"
1570,LouisPe62520045,@JoeBiden Imagine if the MeToo movement helped the girl excusing you of rape instead of abandoning her because of t… https://t.co/FK2HpxSCBu,"Sentiment(polarity=0.0, subjectivity=0.0)"
1571,CVELIUSRUFUS,@JoeBiden Well it certainly isn’t you puppet Joe.,"Sentiment(polarity=0.21428571428571427, subjectivity=0.5714285714285714)"
1572,Killer7566,@JoeBiden Correct remember when 44 forced ObamaCare down our throats. If we didn’t obey we were taxed. Selective memory on your part.,"Sentiment(polarity=-0.2277777777777778, subjectivity=0.24444444444444446)"
1573,ladynurse1974,@JoeBiden @nancy091013 We also need leader who put America first. Why in the hell did you and Obama not scream with… https://t.co/3IXaqsZP2Z,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)"
1574,PaulSteveSamuel,@JoeBiden @vicky8651 America needs not-trump.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1575,TrumpFan1972,@JoeBiden The fact that you are against keeping people safe tells us all what you are really about,"Sentiment(polarity=0.35, subjectivity=0.35)"
1576,qinkuese,@JoeBiden We need a president who will stop the pandemic which was sent in by China.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1577,onlyascing,@JoeBiden Can you summon up a bit of anger or very righteous indignation in your tone cause it's about that time.,"Sentiment(polarity=-0.24999999999999997, subjectivity=0.25)"
1578,LegionDecency,@JoeBiden Don't retweet bullshit headlines like this.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1579,craig_kinder07,"@JoeBiden I think we will keep the one that knows where he’s at, what state he’s in, what planet he’s on, and the d… https://t.co/vtfLukACE7","Sentiment(polarity=0.0, subjectivity=0.0)"
1580,Robert4LMAD,"@JoeBiden As President Trump would say,... Whatever!  Sleepy Creepy Quid Pro Joe, you are so done!!!","Sentiment(polarity=-0.9765625, subjectivity=1.0)"
1581,sdlatino63,@JoeBiden You will never be president,"Sentiment(polarity=0.0, subjectivity=0.0)"
1582,OklahomaPatrio1,@JoeBiden @amparonakagawa1 We need a president who will appoint a special prosecutor to provide truth and reconcili… https://t.co/Zz4uDQFI7v,"Sentiment(polarity=0.35714285714285715, subjectivity=0.5714285714285714)"
1583,doohansenmd111,@JoeBiden I swear to God if you pull this “we must all unite” crap after the election. We need PROSECUTIONS! Don’t… https://t.co/cV6OiC9NoU,"Sentiment(polarity=-1.0, subjectivity=0.8)"
1584,douglaswthistle,@JoeBiden Do you know of one?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1585,KaryAnthony2,"@JoeBiden Tell your democratic colleagues that, lmao. All they do is spew lies &amp; hate , act like disrespectful dege… https://t.co/Zl4F7l1S4O","Sentiment(polarity=-0.10000000000000003, subjectivity=0.95)"
1586,leisviews,@JoeBiden Joe Biden doesn’t write these tweets,"Sentiment(polarity=0.0, subjectivity=0.0)"
1587,Jabanker,"@JoeBiden Joe Biden said, African-Americans who can't decide whether to vote for him or President Trump ""ain't black.""","Sentiment(polarity=-0.16666666666666666, subjectivity=0.43333333333333335)"
1588,Dragonhighking1,@JoeBiden We need a president that doesn't hide in basements or isn't afraid to debate..,"Sentiment(polarity=-0.6, subjectivity=0.9)"
1589,jobuckrick,@JoeBiden @PeteButtigieg That's not you.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1590,npc8765309,@JoeBiden Fingers McChildSniffer thinks Americans want to be brought together with Antifa scum? Isn't that right Fi… https://t.co/SAuZmjf0tE,"Sentiment(polarity=-0.007142857142857145, subjectivity=0.46785714285714286)"
1591,imarwnjtroll,@JoeBiden @davidmweissman But I'd just settle for a real president.,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)"
1592,tculjis1,@JoeBiden Yes Joe!!!!   ❤️,"Sentiment(polarity=0.0, subjectivity=0.0)"
1593,aaronyo48611348,@JoeBiden well that leaves you out sleepy Joe.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1594,timgiggity,@JoeBiden Who is writing your tweets? Because I’m pretty sure you can’t form a complete sentence at this point! Eit… https://t.co/5OKN0vlRM8,"Sentiment(polarity=0.2916666666666667, subjectivity=0.762962962962963)"
1595,TheDaftySage,"@JoeBiden Seriously. Drop this stronger together crap. Hillary tried it in 2016 and failed miserably. No, we need t… https://t.co/UbtigV1ZRp","Sentiment(polarity=-0.2833333333333333, subjectivity=0.6916666666666667)"
